Archaean - Early Mesoproterozoic polygons,Late Mesoproterozoic polygons,Middle Mesoproterozoic polygons,Neoproterozoic - Ordovician polygons
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Schist and granitic gneiss, granite (including Yoolperlunna and Ammaroodinna Inliers)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
Deformed gabbro to granite of the Kararan Orogeny and earlier transitional Kimban-Kararan events,Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Paragneiss, granitic orthogneiss, iron formation, mafic granulite",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
Iron formation,Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,"Dominantly marine shale, siltstone, sandstone (metazoan fossils) and limestone; deltaic sandstone"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,"Marine siltstone and sandstone; oolitic, sandy and stromatolitic limestone; overlain and underlain by glaciomarine successions of diamictite, sandstone and siltstone with local aeolian sands"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Marine shale and siltstone; deltaic sandstone; lagoonal and lacustrine stromatolitic dolomite and sedimentary magnesite; fluviodeltaic sandstone and conglomerate
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Neoproterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,"Slope to basinal shale, siltstone, lime mudstone; minor sandstone and pebbly sandstone at top"
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Proterozoic rocks
Pre-Neoproterozoic basement; area based on GA crustal elements,Null,Null,Undifferentiated Proterozoic rocks
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,"Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
Inferred Palaeo-Mesoproterozoic NNE-trending mobile belt,Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response","Elliptical non-magnetic to weakly magnetic intrusive bodies, some with magnetic rims and N-trending folded linear magnetic bodies",Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Unknown basement, poor geophysical response",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Mostly non-marine sandstone, siltstone and claystone; minor dolomite, limestone, chert and conglomerate"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Undifferentiated Precambrian granite, granite gneiss and orthogneiss (including Middle Bore Ridge)",Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,Null
Iron formation (including Nawa and Mabel Creek Ridges),Null,Null,Null
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
Undifferentiated metasediments (including Nawa and Mabel Creek Ridges),Null,Null,"Dominantly marine shale, siltstone, sandstone and limestone"
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
"Coober Pedy Ridge: granulite-grade paragneiss, often iron-rich, felsic granulite; precursor of unknown age",Null,Null,Null
